Submission Number, AveErr, RMS, AUE, tau, R, maxErr, Percent Correct Sign, error slope, CorrectLipinski, compare slope
02, -0.48849 , 0.30975, 2.31730 , 0.29342, 1.73906 , 0.20634, 0.47970 , 0.07321, 0.63216 , 0.07265, 8.02000 , 1.45915, 77.35849 , 5.83020, 0.68889 , 0.07378, 0.73585 , 0.06095, 1.15019 , 0.20350
05, -8.17657 , 0.39761, 8.68128 , 0.43250, 8.17657 , 0.39761, 0.28928 , 0.08336, 0.38910 , 0.10914, 16.63700 , 1.27291, 56.60377 , 6.85555, 0.21220 , 0.03543, 0.50943 , 0.07012, 2.01008 , 0.59292
06, 1.76509 , 0.49852, 3.97918 , 0.31363, 3.35189 , 0.28754, 0.45863 , 0.09201, 0.60872 , 0.10123, 9.47000 , 0.88345, 64.15094 , 6.39379, 0.57957 , 0.07322, 0.56604 , 0.06583, 1.22849 , 0.35389
07, 0.47237 , 0.46697, 3.34944 , 0.45538, 2.48798 , 0.32628, 0.33908 , 0.07904, 0.50534 , 0.11390, 11.74135 , 2.20298, 75.47170 , 5.85503, 0.33449 , 0.06822, 0.81132 , 0.05663, 1.05013 , 0.26743
08, -1.70542 , 0.41312, 3.53263 , 0.47030, 2.45134 , 0.34762, 0.58369 , 0.06204, 0.70428 , 0.05790, 10.54600 , 0.89341, 83.01887 , 4.84834, 0.59697 , 0.07482, 0.75472 , 0.05530, 1.88434 , 0.26879
09, -5.46359 , 0.43637, 6.32723 , 0.48422, 5.50253 , 0.42692, 0.28635 , 0.07989, 0.39538 , 0.09950, 15.10522 , 1.51107, 56.60377 , 6.67413, 0.25731 , 0.04959, 0.50943 , 0.06875, 1.66824 , 0.43706
10, 0.28243 , 0.44035, 3.13861 , 0.27884, 2.56081 , 0.25364, 0.51339 , 0.07494, 0.68621 , 0.07530, 8.39900 , 1.22042, 71.69811 , 6.31289, 0.78891 , 0.07003, 0.64151 , 0.06671, 1.53117 , 0.25198
11, -4.39836 , 1.74058, 13.27481 , 2.49459, 6.86191 , 1.55224, 0.45333 , 0.09299, 0.52572 , 0.08607, 44.17900 , 2.32676, 69.81132 , 6.30629, 0.39127 , 0.07331, 0.75472 , 0.06067, 4.55310 , 1.21590
12, -5.53285 , 2.50048, 19.36874 , 1.86131, 15.01934 , 1.68296, 0.37131 , 0.08740, 0.39065 , 0.11807, 43.70100 , 1.62673, 54.71698 , 6.86798, -0.00000 , 0.00023, 0.39623 , 0.06686, 4.98604 , 1.51640
14, -0.74926 , 0.37119, 2.74298 , 0.40075, 1.95157 , 0.26067, 0.57051 , 0.06030, 0.71792 , 0.06255, 10.54600 , 2.37668, 86.79245 , 4.82863, 0.65715 , 0.07802, 0.81132 , 0.05304, 1.58361 , 0.22306
15, -1.42179 , 0.39710, 3.25375 , 0.46620, 2.25228 , 0.32148, 0.57344 , 0.06936, 0.70408 , 0.06120, 11.43800 , 1.76456, 75.47170 , 5.84476, 0.61180 , 0.07303, 0.75472 , 0.05811, 1.76998 , 0.27047
16, 0.49736 , 0.28537, 2.11686 , 0.22078, 1.66264 , 0.17893, 0.73143 , 0.03874, 0.84278 , 0.03469, 6.10000 , 0.75773, 79.24528 , 5.59056, 0.45698 , 0.07613, 0.83019 , 0.05594, 1.49325 , 0.16625
17, -4.19472 , 0.39580, 5.01164 , 0.45886, 4.24490 , 0.38282, 0.35959 , 0.08345, 0.50676 , 0.10222, 12.63152 , 1.12715, 62.26415 , 6.56073, 0.50349 , 0.06221, 0.56604 , 0.06788, 1.60267 , 0.35146
18, -0.77221 , 0.35663, 2.72494 , 0.43273, 1.95938 , 0.26589, 0.47035 , 0.07570, 0.60471 , 0.07414, 10.54600 , 1.97182, 81.13208 , 5.37521, 0.62421 , 0.07847, 0.73585 , 0.06055, 1.26425 , 0.21115
